ADDRESS,SUBURB,PRICE,BEDROOMS,BATHROOMS,GARAGE,LAND_AREA,FLOOR_AREA,BUILD_YEAR,CBD_DIST,NEAREST_STN,NEAREST_STN_DIST,DATE_SOLD,POSTCODE,LATITUDE,LONGITUDE,NEAREST_SCH,NEAREST_SCH_DIST,NEAREST_SCH_RANK
62 Helena Street,Guildford,780000,3,1,3,614,169,1897,3272,Mandurah Station,3268,"04-2018",6055,-31.90113668,115.9745249,GUILDFORD GRAMMAR SCHOOL,1.0525185439849725,52
62 High Street,Sorrento,500000,5,3,4,712,269,2005,16100,Greenwood Station,3400,"11-2017",6020,-31.83686,115.75547,SACRED HEART COLLEGE,1.3495230293557265,19
62 Hillwood Avenue,Warwick,680000,4,2,2,780,353,1984,14100,Warwick Station,1300,"09-2015",6024,-31.83486,115.80359,WARWICK SENIOR HIGH SCHOOL,1.1965358687598047,
62 Honeywood Avenue,Wandi,500000,4,2,2,405,200,2013,26900,Kwinana Station,4900,"01-2020",6167,-32.19384543,115.8618088,ATWELL COLLEGE,5.553464274247573,129
62 Huntingdale Road,Huntingdale,266640,4,1,2,696,175,1988,17500,Gosnells Station,3200,"02-2016",6110,-32.0796,115.96694,SOUTHERN RIVER COLLEGE,1.3931867296308662,121
62 Hurd Road,Bullsbrook,385000,3,2,2,619,170,2008,37000,Midland Station,26100,"06-2017",6084,-31.65960411,116.0452098,HOLY CROSS COLLEGE,14.316860029281584,98
62 Irwin Street,Henley Brook,1200000,4,3,NULL,22257,305,1996,19800,Woodbridge Station,8300,"10-2018",6055,-31.81708,115.99493,SWAN VALLEY ANGLICAN COMMUNITY SCHOOL,2.682861374847662,53
62 Jacana Parade,Ballajura,530000,4,2,2,739,160,1992,13000,Meltham Station,9000,"11-2018",6066,-31.84134,115.90045,BALLAJURA COMMUNITY COLLEGE,0.7635506420999969,133
62 Jedburgh Loop,Sinagra,365000,3,2,1,256,114,2008,24200,Joondalup Station,2900,"10-2015",6065,-31.74076057,115.7980467,WANNEROO SECONDARY COLLEGE,2.497281754864907,131
62 Kawina Road,Bickley,214000,4,2,1,4234,150,1985,22500,Madding,11500,"01-1999",6076,-32.00024,116.09046,CARMEL ADVENTIST COLLEGE,1.6467600516509586,
62 Kingfisher Avenue,Ballajura,460000,4,2,2,735,176,1986,13600,Meltham Station,9700,"06-2018",6066,-31.83551,115.90093,BALLAJURA COMMUNITY COLLEGE,1.2478736966902038,133
62 Koolbardi Loop,Byford,505000,4,2,2,600,233,2014,30900,Armadale Station,7300,"08-2019",6122,-32.21140964,115.9765663,BYFORD SECONDARY COLLEGE,2.731718786381805,116
62 La Fayette Boulevard,Bibra Lake,610000,4,2,2,740,242,2001,16400,Murdoch Station,4900,"07-2016",6163,-32.09301,115.8087,PERTH WALDORF SCHOOL,0.8490925395895441,
62 Lanark Street,Coolbinia,980000,5,3,2,813,144,1952,4100,Glendalough Station,2900,"02-2013",6050,-31.91596,115.85326,ARANMORE CATHOLIC COLLEGE,1.5601985859796792,106
62 Lawley Street,Tuart Hill,920000,4,2,2,785,280,1951,6200,Glendalough Station,1900,"09-2020",6060,-31.9006854,115.8344046,SERVITE COLLEGE,0.23586049369754483,65
62 Le Grand Gardens,Marangaroo,460000,4,2,1,704,88,1986,14100,Warwick Station,4500,"12-2020",6064,-31.82697,115.83945,GIRRAWHEEN SENIOR HIGH SCHOOL,1.0833032805191534,
62 Lynn Street,Trigg,825000,3,2,2,612,170,1970,13300,Warwick Station,4400,"08-2014",6029,-31.86822,115.75831,ST MARY'S ANGLICAN GIRLS' SCHOOL,1.2284695388005036,7
62 Mallard Way,Cannington,420000,3,1,1,426,107,1994,9400,Queens Park Station,607,"01-2016",6107,-32.0091242,115.9325505,ST NORBERT COLLEGE,0.905930966098833,42
62 Margaret Street,Ashfield,306000,4,1,1,597,124,NULL,8700,Ashfield Station,410,"08-2012",6054,-31.91459,115.9398,CYRIL JACKSON SENIOR CAMPUS,0.3134144395541507,
62 Markham Way,Swan View,455000,4,2,2,731,159,1995,19300,Midland Station,4700,"02-2018",6056,-31.89177635,116.0505807,SWAN VIEW SENIOR HIGH SCHOOL,0.7592454829620373,
62 Markwell Avenue,Haynes,165000,3,1,NULL,306,116,2015,26200,Armadale Station,2200,"11-2013",6112,-32.15986948,115.9899429,DALE CHRISTIAN SCHOOL,0.8301683779071652,
62 Milano Loop,Seville Grove,315000,4,2,2,513,133,2006,23500,Sherwood Station,2400,"11-2019",6112,-32.134621,115.985019,CECIL ANDREWS COLLEGE,0.9754156454729064,139
62 Monument Street,Mosman Park,1015000,3,1,1,524,145,1940,11500,Vic,571,"11-2020",6012,-32.0136,115.76066,IONA PRESENTATION COLLEGE,0.8739246608386508,17
62 Natham Square,Swan View,330000,3,1,2,681,100,NULL,19800,Midland Station,4900,"02-2017",6056,-31.87795,116.04966,SWAN VIEW SENIOR HIGH SCHOOL,1.1732965680435294,
62 Otisco Crescent,Joondalup,375000,3,2,1,968,110,1993,26300,Currambine Station,1000,"07-2020",6027,-31.73301,115.75592,LAKE JOONDALUP BAPTIST COLLEGE,0.7193218013173783,80
62 Park Street,Henley Brook,1485000,3,1,4,38445,179,1968,20200,Woodbridge Station,8900,"01-2016",6055,-31.811785,115.9938,SWAN VALLEY ANGLICAN COMMUNITY SCHOOL,2.094251379911086,53
62 Parktree Avenue,Yanchep,355000,4,1,NULL,501,146,2014,51900,Butler Station,13600,"07-2020",6035,-31.52816426,115.6309839,YANCHEP SECONDARY COLLEGE,2.95513281622534,
62 Parnell Avenue,Marmion,782500,4,2,3,727,145,1975,15800,Warwick Station,3600,"06-2017",6020,-31.83886,115.75888,SACRED HEART COLLEGE,1.7280423413754058,19
62 Paterson Street,Mundijong,470000,4,1,2,2028,142,1987,39600,Armadale Station,15500,"07-2013",6123,-32.29109,115.98707,COURT GRAMMAR SCHOOL,2.41649309572629,
62 Peterborough Circle,North Lake,250000,3,2,2,337,140,NULL,14700,Murdoch Station,2100,"03-2002",6163,-32.08389846,115.8435457,LEEMING SENIOR HIGH SCHOOL,1.5941475174215591,89
62 Porongurup Drive,Clarkson,275000,4,2,4,622,117,1992,33200,Clarkson Station,2000,"06-2019",6030,-31.67599,115.72544,CLARKSON COMMUNITY HIGH SCHOOL,0.20263425316717476,
62 Portwine Avenue,Byford,356000,4,2,2,513,158,2009,31600,Armadale Station,6300,"12-2018",6122,-32.20979456,116.0008419,BYFORD SECONDARY COLLEGE,1.5199862693031005,116
62 Prinsep Road,Jandakot,740000,4,2,2,1014,255,2002,17800,Cockburn Central Station,1400,"01-2019",6164,-32.11254,115.85758,LAKELAND SENIOR HIGH SCHOOL,1.1654767074284134,
62 Ranworth Road,Hocking,515000,4,2,2,521,204,2010,20500,Edgewater Station,3800,"06-2018",6065,-31.77130377,115.8184442,WANNEROO SECONDARY COLLEGE,1.5259703499776216,131
62 Regan Street,Rockingham,575111,3,1,5,1012,149,1965,37400,Rockingham Station,2500,"11-2018",6168,-32.27333,115.74372,ROCKINGHAM MONTESSORI SCHOOL,0.7498955936946753,
62 Riseley Street,Ardross,1015000,3,3,1,801,230,1965,8400,Canning Bridge Station,2500,"01-2020",6153,-32.02557,115.83808,APPLECROSS SENIOR HIGH SCHOOL,0.5086424026262998,34
62 Rowe Road,Serpentine,1660000,6,3,2,161874,490,1992,44600,Warnbro Station,15900,"02-2013",6125,-32.3475396,115.936296,COURT GRAMMAR SCHOOL,10.087707343314966,
62 Sacramento Avenue,Beechboro,305000,3,1,1,355,125,1989,12700,Bassendean Station,4500,"05-2017",6063,-31.86362955,115.9430062,KIARA COLLEGE,1.7090172057146504,
62 Santorini Promenade,Alkimos,280000,3,2,NULL,327,114,2014,39100,Butler Station,815,"09-2019",6038,-31.6282654,115.6980228,BUTLER COLLEGE,2.7921163097715413,39
62 Saponara Drive,Sinagra,275000,4,2,2,464,184,2016,24300,Joondalup Station,4300,"04-2015",6065,-31.73735452,115.8126204,WANNEROO SECONDARY COLLEGE,2.2950091337356158,131
62 Summerfield Road,Serpentine,770000,4,2,3,20558,154,1989,46700,Armadale Station,22700,"10-2015",6125,-32.3567,115.9922,COURT GRAMMAR SCHOOL,9.682007311352113,
62 Terelinck Crescent,Redcliffe,380000,3,2,1,401,136,1998,9000,Success Hill Station,5500,"08-2017",6104,-31.94952,115.95393,BELMONT CITY COLLEGE,2.114660075073123,57
62 The Fairways,Gnangara,195000,4,2,NULL,10100,269,2003,19300,Edgewater Station,6900,"09-2001",6077,-31.77863,115.8507,LANDSDALE CHRISTIAN SCHOOL,3.49802283273517,
62 Tissington Drive,Darch,650000,5,2,NULL,506,227,2010,15500,Greenwood Station,5200,"01-2020",6065,-31.81378778,115.838417,KINGSWAY CHRISTIAN COLLEGE,0.2648941415626174,50
62 Tokara Avenue,Henley Brook,525000,4,2,4,640,260,2002,20000,East Guildford Station,10500,"04-2014",6055,-31.80199,115.97543,SWAN VALLEY ANGLICAN COMMUNITY SCHOOL,1.273063180008287,53
62 Valencia Road,Carmel,795000,4,2,4,4052,180,1970,24200,Madding,11500,"11-2014",6076,-32.02447,116.10069,CARMEL ADVENTIST COLLEGE,1.2518550846066931,
62 Waratah Avenue,Dalkeith,1780000,3,2,1,1012,206,1936,7300,Karrakatta Station,3000,"11-2015",6009,-31.99513,115.80029,CHRIST CHURCH GRAMMAR SCHOOL,2.4473466226560086,3
62 Waterford Avenue,Waterford,1150000,4,2,4,841,260,1993,7700,Canning Bridge Station,3200,"03-2011",6152,-32.01698,115.88863,CLONTARF ABORIGINAL COLLEGE,0.4349063535414532,
62 Watkins Road,Dalkeith,2300000,4,3,3,1316,280,1999,7800,Loch Street Station,2300,"09-2015",6009,-31.99255,115.79118,CHRIST CHURCH GRAMMAR SCHOOL,1.5538930050713435,3
62 Watson Street,Bassendean,680000,3,2,2,533,163,1937,9800,Bassendean Station,820,"03-2019",6054,-31.91034,115.95049,CYRIL JACKSON SENIOR CAMPUS,0.8098620063010565,
62 Wicca Street,Kewdale,526400,3,1,2,731,134,1964,6800,Vic,2600,"12-2017",6105,-31.96625446,115.9285224,BELMONT CITY COLLEGE,0.9909612532283972,57
62 Wicklow Circle,Darch,510000,4,2,2,522,214,2008,16000,Greenwood Station,5100,"07-2019",6065,-31.80943215,115.8359831,KINGSWAY CHRISTIAN COLLEGE,0.2728444788525781,50
62 Williams Road,Nedlands,1205000,4,3,1,456,213,1937,5300,Shen,1800,"04-2020",6009,-31.97489,115.80959,SHENTON COLLEGE,1.8001373462581587,14
62 Wintersweet Ramble,Mirrabooka,197500,4,2,NULL,681,124,1989,10400,Mount Lawley Station,8500,"12-2016",6061,-31.85887005,115.86966,JOHN SEPTIMUS ROE ANGLICAN COMMUNITY SCHOOL,1.2250932915267818,35
62 Ypres Road,Camillo,228000,4,1,4,699,99,1970,22700,Kelmscott Station,1200,"10-2017",6111,-32.11655799,116.0007804,KELMSCOTT SENIOR HIGH SCHOOL,1.1116884512468803,113
620 Coulston Road,Boya,520000,2,1,1,4416,100,1950,18700,Midland Station,5100,"03-2007",6056,-31.91052,116.05016,TREETOPS MONTESSORI SCHOOL,2.5062493801578785,
620 SITTELLA Retreat,Chidlow,640000,5,2,6,20109,169,1985,39300,Midland Station,24600,"02-2020",6556,-31.84723312,116.2563202,EASTERN HILLS SENIOR HIGH SCHOOL,4.534160857101018,105
621 Burns Beach Road,Iluka,1520000,5,2,2,763,368,2001,26800,Currambine Station,3000,"10-2020",6028,-31.74053,115.72478,PRENDIVILLE CATHOLIC COLLEGE,2.113252901771834,60
622 Great Northern Highway,Herne Hill,470000,3,2,1,2023,225,1977,19500,Midland Station,6000,"02-2020",6056,-31.83896,116.01647,SWAN CHRISTIAN COLLEGE,2.1975787594792044,93
623 Connemara Drive,Brigadoon,345000,5,2,2,1490,359,2007,29400,Midland Station,15400,"08-2006",6069,-31.77777395,116.093008,SWAN VALLEY ANGLICAN COMMUNITY SCHOOL,10.334896203855354,53
623B Metcalfe Road,Lynwood,471000,4,2,2,825,166,2010,11500,Queens Park Station,2800,"06-2016",6147,-32.03219188,115.936584,LANGFORD ISLAMIC COLLEGE,1.5430252676324479,85
6241 West Swan Road,West Swan,1900000,4,2,2,58034,212,NULL,17300,Woodbridge Station,5600,"11-2013",6055,-31.84151,115.98804,SWAN CHRISTIAN COLLEGE,2.9172384097446757,93
625 Canning Highway,Alfred Cove,735000,4,2,4,463,161,1960,9400,Bull Creek Station,3800,"11-2015",6154,-32.03029,115.81962,APPLECROSS SENIOR HIGH SCHOOL,1.462321263746866,34
625 Forrest Street,Sawyers Valley,625000,3,1,2,12873,150,1970,31900,Midland Station,17900,"05-2015",6074,-31.89980799,116.1905185,MUNDARING CHRISTIAN COLLEGE,0.9757418737610223,
625 Helena Terrace,Sawyers Valley,95500,3,2,2,4705,209,1974,32300,Midland Station,18500,"10-1997",6074,-31.90306,116.19598,MUNDARING CHRISTIAN COLLEGE,1.5610092995641567,
625 Stanwix Place,Wooroloo,975000,8,4,6,108100,182,1992,45900,Midland Station,31000,"02-2015",6558,-31.77539,116.34023,EASTERN HILLS SENIOR HIGH SCHOOL,15.784401902552588,105
62a Amherst Road,Canning Vale,375000,3,2,2,227,106,2010,15300,Thornlie Station,3900,"09-2020",6155,-32.0764435,115.9290581,CANNING VALE COLLEGE,0.9318552675613591,68
62A Duke Street,Scarborough,670000,3,2,2,332,140,2005,11000,Stirling Station,3200,"08-2019",6019,-31.886308,115.7719674,ST MARY'S ANGLICAN GIRLS' SCHOOL,1.1708051950443399,7
62a Hainsworth Avenue,Girrawheen,385000,3,2,2,352,120,NULL,12400,Warwick Station,4800,"03-2017",6064,-31.84150773,115.847407,EMMANUEL CHRISTIAN COMMUNITY SCHOOL,0.5286100993706109,
62A Rutland Avenue,Lathlain,685000,4,2,3,440,165,2011,4400,Vic,231,"09-2015",6100,-31.96976375,115.9012522,URSULA FRAYNE CATHOLIC COLLEGE,0.41432213092093495,41
62a Samson Street,White Gum Valley,925000,3,2,2,579,203,2009,14900,Fremantle Station,2300,"03-2018",6162,-32.06079239,115.7670496,FREMANTLE COLLEGE,0.7965334212756887,128
62a Stoneham Road,Attadale,1362500,4,2,2,545,249,1992,9400,Vic,4400,"02-2017",6156,-32.02085184,115.7999608,SANTA MARIA COLLEGE,0.4628562308423219,10
62B Beach Road,Watermans Bay,615000,2,1,1,450,65,1969,15100,Warwick Station,3600,"09-2017",6020,-31.84641851,115.758398,CARINE SENIOR HIGH SCHOOL,1.8038144609379634,47
62b Flora Terrace,Watermans Bay,675000,3,1,1,1013,120,1983,15000,Warwick Station,4100,"07-2012",6020,-31.85168,115.75432,CARINE SENIOR HIGH SCHOOL,2.0392303879320894,47
62B Kennedy Road,Morley,336000,3,1,NULL,213,107,2000,6700,Maylands Station,3300,"11-2019",6062,-31.89897,115.89085,JOHN FORREST SECONDARY COLLEGE,1.1102017287905097,74
62B Redwood Crescent,Melville,655000,4,2,1,554,135,1990,11700,Bull Creek Station,5100,"11-2017",6156,-32.04464,115.80005,MELVILLE SENIOR HIGH SCHOOL,0.5429963396288617,61
62D Amberley Way,Westminster,302500,3,2,2,950,138,1966,10200,Warwick Station,4200,"11-2020",6061,-31.86306,115.83471,BALGA SENIOR HIGH SCHOOL,1.7148032592811497,
63 Adelaide Circle,Craigie,430000,4,1,1,726,111,1986,21000,Edgewater Station,769,"11-2018",6025,-31.77768,115.77451,BELRIDGE SECONDARY COLLEGE,1.3443480286142844,102
63 Aintree Street,Hamersley,700000,5,2,3,747,223,2007,12100,Warwick Station,1700,"03-2017",6022,-31.85119,115.8129,WARWICK SENIOR HIGH SCHOOL,1.412366225874465,
63 Albatross Loop,Bennett Springs,416000,3,2,2,544,159,2003,12700,Bassendean Station,4800,"04-2018",6063,-31.86120645,115.94018,KIARA COLLEGE,1.8693595615019323,
63 Amberley Way,Pearsall,628000,4,2,2,662,223,2002,19800,Edgewater Station,3600,"09-2016",6065,-31.77824,115.8159,ALTA-1,0.8301192690111782,
63 Amberton Avenue,Girrawheen,255000,3,1,2,450,85,1973,12700,Warwick Station,4900,"11-2020",6064,-31.83834,115.84784,GIRRAWHEEN SENIOR HIGH SCHOOL,0.600474117982151,
63 Amity Boulevard,Coogee,750000,4,2,2,718,255,1995,20100,Cockburn Central Station,8000,"07-2016",6166,-32.11752,115.77369,PORT SCHOOL,3.8631953665081618,
63 Ardleigh Crescent,Hamersley,540000,3,1,2,800,128,1970,12300,Warwick Station,1600,"06-2019",6022,-31.849,115.81231,WARWICK SENIOR HIGH SCHOOL,1.185624354353192,
63 Bankhurst Way,Greenwood,325000,4,1,1,688,225,1973,14100,Warwick Station,1900,"10-2017",6024,-31.83241,115.81029,WARWICK SENIOR HIGH SCHOOL,0.8494121222737823,
63 Barrington Avenue,Champion Lakes,390000,2,2,2,330,117,2015,21900,Kelmscott Station,2300,"08-2015",6111,-32.11578742,115.9887561,JOHN WOLLASTON ANGLICAN COMMUNITY SCHOOL,2.1781863034829487,40
63 Bayport Circuit,Mindarie,685000,5,2,2,787,220,1993,32100,Clarkson Station,2800,"10-2020",6030,-31.69393,115.70853,YOUTH FUTURES COMMUNITY SCHOOL,1.1166600688548294,
63 Beach Street,Bicton,2300000,5,3,3,1011,404,1952,10300,North Fremantle Station,3700,"12-2017",6157,-32.02397,115.79014,SANTA MARIA COLLEGE,0.801342175551932,10
63 Birdwood Avenue,Como,895000,3,1,1,534,131,1949,4600,Oats Street Station,3600,"02-2020",6152,-31.99004,115.87807,PENRHOS COLLEGE,0.9736509833033551,4
63 Blaxland Avenue,Two Rocks,337000,4,1,1,810,87,1975,55800,Butler Station,17600,"03-2016",6037,-31.50135,115.60101,YANCHEP SECONDARY COLLEGE,6.969466781382769,
63 Brumby Avenue,Henley Brook,375000,4,2,2,589,225,2003,20400,East Guildford Station,10800,"08-2019",6055,-31.79893,115.97844,SWAN VALLEY ANGLICAN COMMUNITY SCHOOL,0.8363523701152488,53
63 Cabernet Loop,Pearsall,446000,3,2,2,307,147,2015,18900,Whitfords Station,4500,"04-2017",6065,-31.78490783,115.8269396,ALTA-1,1.2894464978395086,
63 Cantrell Circuit,Landsdale,590000,4,2,2,701,236,1999,16900,Whitfords Station,7500,"12-2020",6065,-31.80078,115.86184,LANDSDALE CHRISTIAN SCHOOL,0.8372885212991735,
63 Centennial Avenue,Bertram,359000,4,2,2,543,164,2009,33400,Kwinana Station,2100,"09-2017",6167,-32.25204349,115.8520219,THE KING'S COLLEGE,1.2459234313109173,
63 Chrysostom Street,Trigg,1200000,3,2,2,506,214,2002,13300,Warwick Station,4600,"01-2018",6029,-31.86961,115.75723,ST MARY'S ANGLICAN GIRLS' SCHOOL,1.1812525718665914,7
63 Cockman Road,Greenwood,515000,3,1,2,706,124,1975,14500,Warwick Station,2600,"01-2018",6024,-31.82753,115.81504,WARWICK SENIOR HIGH SCHOOL,1.2402407157169,
63 Colchester Avenue,Orelia,417000,4,2,2,705,194,2002,31400,Kwinana Station,995,"07-2016",6167,-32.2332505,115.8322339,GILMORE COLLEGE,1.7322737923040348,138
63 Connemara Drive,Brigadoon,655000,5,2,2,16468,213,2006,28900,Midland Station,15100,"06-2006",6069,-31.774663,116.082295,SWAN VALLEY ANGLICAN COMMUNITY SCHOOL,9.414542468120692,53
63 Coogee Road,Ardross,1150000,3,2,2,437,250,2009,8300,Canning Bridge Station,2300,"03-2019",6153,-32.02512959,115.8402123,APPLECROSS SENIOR HIGH SCHOOL,0.6755849420850607,34
63 Cookham Road,Lathlain,482500,3,1,1,1013,167,1951,4900,Vic,732,"02-2016",6100,-31.96686024,115.9077994,ST CLARE'S SCHOOL,0.4817252995470147,
63 Cranford Avenue,Brentwood,825000,4,2,2,817,188,2003,10000,Bull Creek Station,754,"01-2013",6153,-32.04127538,115.8497692,CORPUS CHRISTI COLLEGE,1.8645056026808107,28
63 Dampier Drive,Golden Bay,300000,2,2,2,845,102,1970,53400,Warnbro Station,11000,"06-2018",6174,-32.42469,115.75872,COMET BAY COLLEGE,1.0668246604004643,35
63 Davenport Circuit,Mindarie,580000,4,2,4,635,255,2002,34100,Butler Station,4600,"10-2019",6030,-31.67659,115.7025,MINDARIE SENIOR COLLEGE,0.33877979349193243,111
63 David Crescent,Hillarys,580000,3,1,1,688,115,1975,19100,Whitfords Station,2900,"12-2019",6025,-31.80686,115.75249,ST MARK'S ANGLICAN COMMUNITY SCHOOL,1.3014537076380048,58
63 Delgado Parade,Iluka,1015000,4,2,2,608,324,2003,26900,Currambine Station,2400,"12-2016",6028,-31.737241,115.72943,PRENDIVILLE CATHOLIC COLLEGE,2.1690811359567546,60
63 Dumsday Drive,Forrestdale,315000,3,1,2,849,104,1979,23300,Armadale Station,6500,"03-2013",6112,-32.14861,115.94405,CAREY BAPTIST COLLEGE,4.194811084062678,62
63 Dunmore Circuit,Merriwa,290000,4,2,1,591,145,1998,35100,Butler Station,3300,"05-2016",6030,-31.66379,115.70883,ALKIMOS BAPTIST COLLEGE,0.40566858450333154,
63 Dutton Crescent,Hamersley,570000,4,2,1,729,136,1973,12000,Warwick Station,1400,"03-2019",6022,-31.85485,115.80561,WARWICK SENIOR HIGH SCHOOL,2.0242344731947783,
63 East Street,Guildford,420000,2,1,1,472,140,1892,13200,East Guildford Station,148,"03-2013",6055,-31.89593041,115.9815991,GUILDFORD GRAMMAR SCHOOL,0.21252262722126603,52
63 East Street,Maylands,710000,3,2,NULL,364,137,2003,4200,Maylands Station,621,"04-2020",6051,-31.93189736,115.8967082,PERTH COLLEGE,2.00542310318579,9
63 Edeline Street,Spearwood,475000,3,2,2,1219,190,1957,18100,Cockburn Central Station,6800,"03-2018",6163,-32.10395741,115.790789,PORT SCHOOL,2.611950984242624,
63 Elsie Street,Watermans Bay,925000,3,2,2,476,169,1997,15100,Warwick Station,3500,"05-2014",6020,-31.84692,115.75897,CARINE SENIOR HIGH SCHOOL,1.7320282779791385,47
63 Elswick Street,Safety Bay,430000,4,1,4,766,155,1979,40900,Rockingham Station,3100,"01-2018",6169,-32.30391,115.73243,SAFETY BAY SENIOR HIGH SCHOOL,0.8053256649239211,136
63 Equestrian Avenue,Bedfordale,830000,4,3,2,39207,274,2005,31500,Armadale Station,5600,"04-2020",6112,-32.17404588,116.0680065,SOUTHERN HILLS CHRISTIAN COLLEGE,2.0377288569553333,
63 Esther Street,Eden Hill,635000,4,2,2,706,222,2005,10500,Bassendean Station,1100,"05-2020",6054,-31.89371929,115.9467972,HAMPTON SENIOR HIGH SCHOOL,1.903053920551122,117
63 Everglades Parade,Landsdale,500000,4,2,2,699,200,2001,15800,Greenwood Station,7200,"05-2018",6065,-31.81027,115.85828,LANDSDALE CHRISTIAN SCHOOL,0.9256316751049808,
63 Flowerwood Way,Huntingdale,320000,4,2,3,547,123,1993,16900,Thornlie Station,3500,"09-2017",6110,-32.07804,115.95911,THORNLIE SENIOR HIGH SCHOOL,1.3094400374769632,125
63 Fourth Avenue,Eden Hill,690000,4,1,7,1052,127,1948,10900,Success Hill Station,838,"01-2015",6054,-31.89371,115.95122,CYRIL JACKSON SENIOR CAMPUS,2.2900204041593826,
63 Frederick Road,Hamilton Hill,725000,3,2,2,886,243,1952,15900,Fremantle Station,4800,"06-2020",6163,-32.08038,115.7838,PORT SCHOOL,0.5973168851900303,
63 Gaebler Road,Hammond Park,537000,4,1,NULL,549,175,2013,24100,Cockburn Central Station,4900,"07-2020",6164,-32.1682694,115.8505624,ATWELL COLLEGE,2.991552567605543,129
63 Galwey Street,Leederville,945000,3,2,2,303,242,1999,2900,Leederville Station,891,"05-2016",6007,-31.93108,115.84179,ARANMORE CATHOLIC COLLEGE,0.4648096576992455,106
63 Gateway Boulevard,Canning Vale,620000,4,2,2,665,226,2003,15700,Thornlie Station,3300,"12-2020",6155,-32.07517937,115.9402584,CANNING VALE COLLEGE,1.85831832125226,68
63 Gillett Drive,Kardinya,661000,4,2,4,760,210,1982,13800,Murdoch Station,3800,"09-2018",6163,-32.06881,115.81016,NORTH LAKE SENIOR CAMPUS,0.6216116229660492,
63 Greenfield Crescent,Caversham,490000,3,2,2,406,166,2015,13700,Guildford Station,3400,"08-2017",6055,-31.86851112,115.9648178,KIARA COLLEGE,2.977984554867016,
63 Harvest Road,North Fremantle,1725000,4,3,2,302,279,2000,12900,North Fremantle Station,677,"06-2018",6159,-32.03128,115.758786,JOHN CURTIN COLLEGE OF THE ARTS,1.945207504218577,25
63 Hennessy Drive,Ashby,485000,3,2,2,708,177,2007,24500,Joondalup Station,3000,"06-2015",6065,-31.73820221,115.7980664,WANNEROO SECONDARY COLLEGE,2.719368939261242,131
63 Hobart Street,Mount Hawthorn,1250000,5,1,1,488,205,1927,3600,Leederville Station,1900,"07-2017",6016,-31.92228,115.8451,ARANMORE CATHOLIC COLLEGE,0.5629460294647548,106
63 Hope Street,White Gum Valley,870000,4,1,4,568,147,1950,14600,Fremantle Station,2300,"09-2016",6162,-32.05874054,115.7686145,FREMANTLE COLLEGE,1.021669684707449,128
63 James Spiers Drive,Wanneroo,500000,4,2,2,709,164,NULL,20300,Edgewater Station,2400,"08-2019",6065,-31.77567,115.80397,ALTA-1,1.3945723441736695,
63 Jane Brook Drive,Jane Brook,575000,4,1,NULL,906,222,2003,20900,Midland Station,6000,"01-2018",6056,-31.86017,116.0521,SWAN VIEW SENIOR HIGH SCHOOL,3.12497381254442,
63 Kentucky Boulevard,Hocking,468000,4,2,2,576,161,2006,21200,Edgewater Station,4600,"02-2020",6065,-31.76367133,115.8259664,WANNEROO SECONDARY COLLEGE,1.2104086636619322,131
63 Kenwick Road,Kenwick,405000,4,1,2,1012,95,1962,14400,Kenwick Station,668,"08-2015",6107,-32.03501,115.97641,REHOBOTH CHRISTIAN COLLEGE,0.40328217996536325,
63 King Jarrah Circle,Jarrahdale,615000,4,2,2,4001,229,2007,47300,Armadale Station,21500,"08-2013",6124,-32.34449,116.05196,COURT GRAMMAR SCHOOL,10.09070909733934,
63 Lakelands Drive,Gnangara,165000,4,2,2,10339,262,1997,18900,Edgewater Station,7100,"11-1997",6077,-31.782422,115.852666,LANDSDALE CHRISTIAN SCHOOL,3.0376605221105693,
63 Lamond Street,Alfred Cove,1090000,3,1,4,1191,164,1950,10200,Bull Creek Station,4300,"06-2015",6154,-32.03492,115.81127,MELVILLE SENIOR HIGH SCHOOL,1.3803488251859335,61
63 Lannam Road,Hilbert,280000,3,2,2,314,154,NULL,27000,Armadale Station,2500,"04-2019",6112,-32.16715448,115.9915341,DALE CHRISTIAN SCHOOL,1.1036434971968008,
63 Lateral Loop,Beldon,550000,4,2,1,726,182,1989,21800,Edgewater Station,1600,"02-2017",6027,-31.77449,115.76221,BELRIDGE SECONDARY COLLEGE,0.46576917651775507,102
63 Le Grand Gardens,Marangaroo,330000,4,1,2,680,105,1987,14100,Warwick Station,4500,"01-2019",6064,-31.8265,115.83917,GIRRAWHEEN SENIOR HIGH SCHOOL,1.140086023710724,
63 Lefroy Avenue,Herne Hill,840000,4,2,6,35641,133,1974,20100,Midland Station,6200,"09-2010",6056,-31.83974124,116.025243,SWAN CHRISTIAN COLLEGE,2.4266809016795294,93
63 Lefroy Road,Beaconsfield,812000,4,2,4,440,187,2007,15700,Fremantle Station,2400,"04-2018",6162,-32.06776632,115.7631266,FREMANTLE COLLEGE,0.4577527549171364,128
63 Litchfield Circle,Wandi,465000,3,2,3,341,167,2013,26800,Kwinana Station,4900,"08-2016",6167,-32.19330747,115.8578999,ATWELL COLLEGE,5.520680281601979,129
63 London Street,Mount Hawthorn,520000,3,2,2,653,117,2004,3800,Leederville Station,2100,"04-2019",6016,-31.9203,115.84453,ARANMORE CATHOLIC COLLEGE,0.7637411005743037,106
